year,squad,no,pos,player,date_of_birth_age,caps,club,player_url,club_fa_url,club_fa,club_2,club_country,club_country_flag,goals,captain,player_original,nat_team,club_country_harm,nat_team_alpha3,club_alpha3
1993,Bolivia,14,MF,Juan Carlos Ríos [it],(1972-05-11)11 May 1972 (aged 21),NA,Atlético Ciclón,/w/index.php?title=Juan_Carlos_R%C3%ADos&action=edit&redlink=1,/wiki/Bolivian_Football_Federation,Bolivian Football Federation,Atlético Ciclón,Bolivia,//upload.wikimedia.org/wikipedia/commons//d/de/Flag_of_Bolivia_%28state%29.svg,NA,FALSE,Juan Carlos Ríos [it],Bolivia,Bolivia,BOL,BOL
1993,Bolivia,15,MF,Roberto Pérez [it],(1960-04-17)17 April 1960 (aged 33),NA,Club San José,/w/index.php?title=Roberto_P%C3%A9rez_(Bolivian_footballer)&action=edit&redlink=1,/wiki/Bolivian_Football_Federation,Bolivian Football Federation,Club San José,Bolivia,//upload.wikimedia.org/wikipedia/commons//d/de/Flag_of_Bolivia_%28state%29.svg,NA,FALSE,Roberto Pérez [it],Bolivia,Bolivia,BOL,BOL
1993,Bolivia,16,MF,Luis Cristaldo,(1969-08-31)31 August 1969 (aged 23),NA,Oriente Petrolero,/wiki/Luis_Cristaldo,/wiki/Bolivian_Football_Federation,Bolivian Football Federation,Oriente Petrolero,Bolivia,//upload.wikimedia.org/wikipedia/commons//d/de/Flag_of_Bolivia_%28state%29.svg,NA,FALSE,Luis Cristaldo,Bolivia,Bolivia,BOL,BOL
1993,Bolivia,17,FW,William Ramallo,(1961-07-04)4 July 1961 (aged 31),NA,Club Destroyers,/wiki/William_Ramallo,/wiki/Bolivian_Football_Federation,Bolivian Football Federation,Club Destroyers,Bolivia,//upload.wikimedia.org/wikipedia/commons//d/de/Flag_of_Bolivia_%28state%29.svg,NA,FALSE,William Ramallo,Bolivia,Bolivia,BOL,BOL
1993,Bolivia,18,DF,Miguel Ángel Noro [it],(1961-08-22)22 August 1961 (aged 31),NA,Club Destroyers,/w/index.php?title=Miguel_%C3%81ngel_Noro&action=edit&redlink=1,/wiki/Bolivian_Football_Federation,Bolivian Football Federation,Club Destroyers,Bolivia,//upload.wikimedia.org/wikipedia/commons//d/de/Flag_of_Bolivia_%28state%29.svg,NA,FALSE,Miguel Ángel Noro [it],Bolivia,Bolivia,BOL,BOL
1993,Bolivia,19,FW,Iván Castillo,(1970-07-11)11 July 1970 (aged 22),NA,Bolivar,/wiki/Iv%C3%A1n_Castillo,/wiki/Bolivian_Football_Federation,Bolivian Football Federation,Bolivar,Bolivia,//upload.wikimedia.org/wikipedia/commons//d/de/Flag_of_Bolivia_%28state%29.svg,NA,FALSE,Iván Castillo,Bolivia,Bolivia,BOL,BOL
1993,Bolivia,20,FW,Ramiro Castillo,(1966-03-27)27 March 1966 (aged 27),NA,Platense,/wiki/Ramiro_Castillo,/wiki/Argentine_Football_Association,Argentine Football Association,Platense,Argentina,//upload.wikimedia.org/wikipedia/commons//1/1a/Flag_of_Argentina.svg,NA,FALSE,Ramiro Castillo,Bolivia,Argentina,BOL,ARG
1993,Bolivia,21,MF,Erwin Sánchez,(1969-10-19)19 October 1969 (aged 23),NA,Boavista,/wiki/Erwin_S%C3%A1nchez,/wiki/Portuguese_Football_Federation,Portuguese Football Federation,Boavista,Portugal,//upload.wikimedia.org/wikipedia/commons//5/5c/Flag_of_Portugal.svg,NA,FALSE,Erwin Sánchez,Bolivia,Portugal,BOL,PRT
1993,Bolivia,22,FW,Julio César Baldivieso,(1971-12-02)2 December 1971 (aged 21),NA,Bolivar,/wiki/Julio_C%C3%A9sar_Baldivieso,/wiki/Bolivian_Football_Federation,Bolivian Football Federation,Bolivar,Bolivia,//upload.wikimedia.org/wikipedia/commons//d/de/Flag_of_Bolivia_%28state%29.svg,NA,FALSE,Julio César Baldivieso,Bolivia,Bolivia,BOL,BOL
1993,Colombia,1,GK,Óscar Córdoba,(1970-02-03)3 February 1970 (aged 23),NA,Once Caldas,/wiki/%C3%93scar_C%C3%B3rdoba,/wiki/Colombian_Football_Federation,Colombian Football Federation,Once Caldas,Colombia,//upload.wikimedia.org/wikipedia/commons//2/21/Flag_of_Colombia.svg,NA,FALSE,Óscar Córdoba,Colombia,Colombia,COL,COL
1993,Colombia,2,DF,Óscar Cortés,(1968-10-19)19 October 1968 (aged 24),NA,Millonarios,/wiki/%C3%93scar_Cort%C3%A9s_(footballer),/wiki/Colombian_Football_Federation,Colombian Football Federation,Millonarios,Colombia,//upload.wikimedia.org/wikipedia/commons//2/21/Flag_of_Colombia.svg,NA,FALSE,Óscar Cortés,Colombia,Colombia,COL,COL
1993,Colombia,3,DF,Alexis Mendoza,(1961-11-08)8 November 1961 (aged 31),NA,Atlético Junior,/wiki/Alexis_Mendoza,/wiki/Colombian_Football_Federation,Colombian Football Federation,Atlético Junior,Colombia,//upload.wikimedia.org/wikipedia/commons//2/21/Flag_of_Colombia.svg,NA,FALSE,Alexis Mendoza,Colombia,Colombia,COL,COL
1993,Colombia,4,DF,Luis Fernando Herrera,(1962-06-12)12 June 1962 (aged 31),NA,Atlético Nacional,/wiki/Luis_Fernando_Herrera,/wiki/Colombian_Football_Federation,Colombian Football Federation,Atlético Nacional,Colombia,//upload.wikimedia.org/wikipedia/commons//2/21/Flag_of_Colombia.svg,NA,FALSE,Luis Fernando Herrera,Colombia,Colombia,COL,COL
1993,Colombia,5,MF,Hermán Gaviria,(1969-11-27)27 November 1969 (aged 23),NA,Atlético Nacional,/wiki/Herm%C3%A1n_Gaviria,/wiki/Colombian_Football_Federation,Colombian Football Federation,Atlético Nacional,Colombia,//upload.wikimedia.org/wikipedia/commons//2/21/Flag_of_Colombia.svg,NA,FALSE,Hermán Gaviria,Colombia,Colombia,COL,COL
1993,Colombia,6,MF,Gabriel Gómez,(1959-12-08)8 December 1959 (aged 33),NA,Atlético Nacional,/wiki/Gabriel_Jaime_G%C3%B3mez_Jaramillo,/wiki/Colombian_Football_Federation,Colombian Football Federation,Atlético Nacional,Colombia,//upload.wikimedia.org/wikipedia/commons//2/21/Flag_of_Colombia.svg,NA,FALSE,Gabriel Gómez,Colombia,Colombia,COL,COL
1993,Colombia,7,FW,Orlando Maturana,(1965-10-11)11 October 1965 (aged 27),NA,América Cali,/wiki/Orlando_Maturana,/wiki/Colombian_Football_Federation,Colombian Football Federation,América Cali,Colombia,//upload.wikimedia.org/wikipedia/commons//2/21/Flag_of_Colombia.svg,NA,FALSE,Orlando Maturana,Colombia,Colombia,COL,COL
1993,Colombia,8,MF,Alexis García,(1960-07-21)21 July 1960 (aged 32),NA,Atlético Nacional,/wiki/Alexis_Garc%C3%ADa,/wiki/Colombian_Football_Federation,Colombian Football Federation,Atlético Nacional,Colombia,//upload.wikimedia.org/wikipedia/commons//2/21/Flag_of_Colombia.svg,NA,FALSE,Alexis García,Colombia,Colombia,COL,COL
1993,Colombia,9,FW,Víctor Aristizábal,(1971-12-09)9 December 1971 (aged 21),NA,Atlético Nacional,/wiki/V%C3%ADctor_Aristiz%C3%A1bal,/wiki/Colombian_Football_Federation,Colombian Football Federation,Atlético Nacional,Colombia,//upload.wikimedia.org/wikipedia/commons//2/21/Flag_of_Colombia.svg,NA,FALSE,Víctor Aristizábal,Colombia,Colombia,COL,COL
1993,Colombia,10,MF,Carlos Valderrama,(1961-09-02)2 September 1961 (aged 31),NA,Atlético Junior,/wiki/Carlos_Valderrama_(footballer),/wiki/Colombian_Football_Federation,Colombian Football Federation,Atlético Junior,Colombia,//upload.wikimedia.org/wikipedia/commons//2/21/Flag_of_Colombia.svg,NA,FALSE,Carlos Valderrama,Colombia,Colombia,COL,COL
1993,Colombia,11,FW,Adolfo Valencia,(1968-02-06)6 February 1968 (aged 25),NA,Independiente Santa Fe,/wiki/Adolfo_Valencia,/wiki/Colombian_Football_Federation,Colombian Football Federation,Independiente Santa Fe,Colombia,//upload.wikimedia.org/wikipedia/commons//2/21/Flag_of_Colombia.svg,NA,FALSE,Adolfo Valencia,Colombia,Colombia,COL,COL
1993,Colombia,12,GK,Farid Mondragón,(1971-06-21)21 June 1971 (aged 21),NA,Cerro Porteño,/wiki/Faryd_Aly_Mondrag%C3%B3n,/wiki/Paraguayan_Football_Association,Paraguayan Football Association,Cerro Porteño,Paraguay,//upload.wikimedia.org/wikipedia/commons//e/ec/Flag_of_Paraguay_%281990%E2%80%932013%29.svg,NA,FALSE,Farid Mondragón,Colombia,Paraguay,COL,PRY
1993,Colombia,13,MF,Víctor Pacheco,(1972-09-24)24 September 1972 (aged 20),NA,Atlético Junior,/wiki/V%C3%ADctor_Pacheco,/wiki/Colombian_Football_Federation,Colombian Football Federation,Atlético Junior,Colombia,//upload.wikimedia.org/wikipedia/commons//2/21/Flag_of_Colombia.svg,NA,FALSE,Víctor Pacheco,Colombia,Colombia,COL,COL
1993,Colombia,14,MF,Leonel Álvarez,(1965-07-29)29 July 1965 (aged 27),NA,América Cali,"/wiki/Leonel_%C3%81lvarez_(footballer,_born_1965)",/wiki/Colombian_Football_Federation,Colombian Football Federation,América Cali,Colombia,//upload.wikimedia.org/wikipedia/commons//2/21/Flag_of_Colombia.svg,NA,FALSE,Leonel Álvarez,Colombia,Colombia,COL,COL
1993,Colombia,15,DF,Luis Carlos Perea,(1963-12-29)29 December 1963 (aged 29),NA,Independiente Medellín,/wiki/Luis_Carlos_Perea,/wiki/Colombian_Football_Federation,Colombian Football Federation,Independiente Medellín,Colombia,//upload.wikimedia.org/wikipedia/commons//2/21/Flag_of_Colombia.svg,NA,FALSE,Luis Carlos Perea,Colombia,Colombia,COL,COL
1993,Colombia,16,MF,John Harold Lozano,(1972-03-30)30 March 1972 (aged 21),NA,América Cali,/wiki/John_Harold_Lozano,/wiki/Colombian_Football_Federation,Colombian Football Federation,América Cali,Colombia,//upload.wikimedia.org/wikipedia/commons//2/21/Flag_of_Colombia.svg,NA,FALSE,John Harold Lozano,Colombia,Colombia,COL,COL
1993,Colombia,17,FW,Faustino Asprilla,(1969-11-10)10 November 1969 (aged 23),NA,Parma,/wiki/Faustino_Asprilla,/wiki/Italian_Football_Federation,Italian Football Federation,Parma,Italy,//upload.wikimedia.org/wikipedia/en//0/03/Flag_of_Italy.svg,NA,FALSE,Faustino Asprilla,Colombia,Italy,COL,ITA
1993,Colombia,18,DF,Diego Osorio,(1970-07-21)21 July 1970 (aged 22),NA,Atlético Nacional,/wiki/Diego_Osorio,/wiki/Colombian_Football_Federation,Colombian Football Federation,Atlético Nacional,Colombia,//upload.wikimedia.org/wikipedia/commons//2/21/Flag_of_Colombia.svg,NA,FALSE,Diego Osorio,Colombia,Colombia,COL,COL
1993,Colombia,19,MF,Freddy Rincón,(1966-08-14)14 August 1966 (aged 26),NA,América Cali,/wiki/Freddy_Rinc%C3%B3n,/wiki/Colombian_Football_Federation,Colombian Football Federation,América Cali,Colombia,//upload.wikimedia.org/wikipedia/commons//2/21/Flag_of_Colombia.svg,NA,FALSE,Freddy Rincón,Colombia,Colombia,COL,COL
1993,Colombia,20,DF,Wilson Pérez,(1967-08-09)9 August 1967 (aged 25),NA,América Cali,/wiki/Wilson_P%C3%A9rez,/wiki/Colombian_Football_Federation,Colombian Football Federation,América Cali,Colombia,//upload.wikimedia.org/wikipedia/commons//2/21/Flag_of_Colombia.svg,NA,FALSE,Wilson Pérez,Colombia,Colombia,COL,COL
1993,Colombia,21,DF,Ricardo Pérez,(1973-07-21)21 July 1973 (aged 19),NA,Millonarios,/wiki/Ricardo_P%C3%A9rez,/wiki/Colombian_Football_Federation,Colombian Football Federation,Millonarios,Colombia,//upload.wikimedia.org/wikipedia/commons//2/21/Flag_of_Colombia.svg,NA,FALSE,Ricardo Pérez,Colombia,Colombia,COL,COL
1993,Colombia,22,GK,José María Pazo,(1964-04-04)4 April 1964 (aged 29),NA,Atlético Junior,/wiki/Jos%C3%A9_Mar%C3%ADa_Pazo,/wiki/Colombian_Football_Federation,Colombian Football Federation,Atlético Junior,Colombia,//upload.wikimedia.org/wikipedia/commons//2/21/Flag_of_Colombia.svg,NA,FALSE,José María Pazo,Colombia,Colombia,COL,COL
1993,Mexico,1,GK,Jorge Campos,(1966-10-15)15 October 1966 (aged 26),NA,UNAM Pumas,/wiki/Jorge_Campos,/wiki/Mexican_Football_Federation,Mexican Football Federation,UNAM Pumas,Mexico,//upload.wikimedia.org/wikipedia/commons//f/fc/Flag_of_Mexico.svg,NA,FALSE,Jorge Campos,Mexico,Mexico,MEX,MEX
1993,Mexico,2,DF,Claudio Suárez,(1968-12-17)17 December 1968 (aged 24),NA,UNAM Pumas,/wiki/Claudio_Su%C3%A1rez,/wiki/Mexican_Football_Federation,Mexican Football Federation,UNAM Pumas,Mexico,//upload.wikimedia.org/wikipedia/commons//f/fc/Flag_of_Mexico.svg,NA,FALSE,Claudio Suárez,Mexico,Mexico,MEX,MEX
1993,Mexico,3,DF,Juan Ramírez Perales,(1969-03-08)8 March 1969 (aged 24),NA,UNAM Pumas,/wiki/Juan_de_Dios_Ram%C3%ADrez_Perales,/wiki/Mexican_Football_Federation,Mexican Football Federation,UNAM Pumas,Mexico,//upload.wikimedia.org/wikipedia/commons//f/fc/Flag_of_Mexico.svg,NA,FALSE,Juan Ramírez Perales,Mexico,Mexico,MEX,MEX
1993,Mexico,4,MF,Ignacio Ambríz,(1965-02-07)7 February 1965 (aged 28),NA,Necaxa,/wiki/Ignacio_Ambr%C3%ADz,/wiki/Mexican_Football_Federation,Mexican Football Federation,Necaxa,Mexico,//upload.wikimedia.org/wikipedia/commons//f/fc/Flag_of_Mexico.svg,NA,FALSE,Ignacio Ambríz,Mexico,Mexico,MEX,MEX
1993,Mexico,5,MF,Ramón Ramírez,(1969-12-05)5 December 1969 (aged 23),NA,Santos Laguna,/wiki/Ram%C3%B3n_Ram%C3%ADrez_(footballer),/wiki/Mexican_Football_Federation,Mexican Football Federation,Santos Laguna,Mexico,//upload.wikimedia.org/wikipedia/commons//f/fc/Flag_of_Mexico.svg,NA,FALSE,Ramón Ramírez,Mexico,Mexico,MEX,MEX
1993,Mexico,6,DF,Miguel Herrera,(1968-02-18)18 February 1968 (aged 25),NA,Atlante,/wiki/Miguel_Herrera,/wiki/Mexican_Football_Federation,Mexican Football Federation,Atlante,Mexico,//upload.wikimedia.org/wikipedia/commons//f/fc/Flag_of_Mexico.svg,NA,FALSE,Miguel Herrera,Mexico,Mexico,MEX,MEX
1993,Mexico,7,MF,David Patiño,(1967-09-06)6 September 1967 (aged 25),NA,UNAM Pumas,/wiki/David_Pati%C3%B1o,/wiki/Mexican_Football_Federation,Mexican Football Federation,UNAM Pumas,Mexico,//upload.wikimedia.org/wikipedia/commons//f/fc/Flag_of_Mexico.svg,NA,FALSE,David Patiño,Mexico,Mexico,MEX,MEX
1993,Mexico,8,MF,Alberto García Aspe,(1967-05-11)11 May 1967 (aged 26),NA,Necaxa,/wiki/Alberto_Garc%C3%ADa_Aspe,/wiki/Mexican_Football_Federation,Mexican Football Federation,Necaxa,Mexico,//upload.wikimedia.org/wikipedia/commons//f/fc/Flag_of_Mexico.svg,NA,FALSE,Alberto García Aspe,Mexico,Mexico,MEX,MEX
1993,Mexico,9,FW,Hugo Sánchez(C),(1958-07-11)11 July 1958 (aged 34),NA,América,/wiki/Hugo_S%C3%A1nchez,/wiki/Mexican_Football_Federation,Mexican Football Federation,América,Mexico,//upload.wikimedia.org/wikipedia/commons//f/fc/Flag_of_Mexico.svg,NA,FALSE,Hugo Sánchez(C),Mexico,Mexico,MEX,MEX
1993,Mexico,10,FW,Luis García,(1969-06-01)1 June 1969 (aged 24),NA,Atlético Madrid,/wiki/Luis_Garc%C3%ADa_Postigo,/wiki/Royal_Spanish_Football_Federation,Royal Spanish Football Federation,Atlético Madrid,Spain,//upload.wikimedia.org/wikipedia/en//9/9a/Flag_of_Spain.svg,NA,FALSE,Luis García,Mexico,Spain,MEX,ESP
1993,Mexico,11,FW,Luís Roberto Alves,(1967-05-23)23 May 1967 (aged 26),NA,América,/wiki/Lu%C3%ADs_Roberto_Alves,/wiki/Mexican_Football_Federation,Mexican Football Federation,América,Mexico,//upload.wikimedia.org/wikipedia/commons//f/fc/Flag_of_Mexico.svg,NA,FALSE,Luís Roberto Alves,Mexico,Mexico,MEX,MEX
1993,Mexico,12,GK,Alejandro García,(1961-01-26)26 January 1961 (aged 32),NA,Club América,"/wiki/Alejandro_Garc%C3%ADa_(footballer,_born_1961)",/wiki/Mexican_Football_Federation,Mexican Football Federation,Club América,Mexico,//upload.wikimedia.org/wikipedia/commons//f/fc/Flag_of_Mexico.svg,NA,FALSE,Alejandro García,Mexico,Mexico,MEX,MEX
1993,Mexico,13,MF,Miguel España,(1961-04-04)4 April 1961 (aged 32),NA,UNAM Pumas,/wiki/Miguel_Espa%C3%B1a,/wiki/Mexican_Football_Federation,Mexican Football Federation,UNAM Pumas,Mexico,//upload.wikimedia.org/wikipedia/commons//f/fc/Flag_of_Mexico.svg,NA,FALSE,Miguel España,Mexico,Mexico,MEX,MEX
1993,Mexico,14,MF,Carlos Turrubiates,(1968-01-24)24 January 1968 (aged 25),NA,León,/wiki/Carlos_Turrubiates,/wiki/Mexican_Football_Federation,Mexican Football Federation,León,Mexico,//upload.wikimedia.org/wikipedia/commons//f/fc/Flag_of_Mexico.svg,NA,FALSE,Carlos Turrubiates,Mexico,Mexico,MEX,MEX
1993,Mexico,15,FW,Luis Flores,(1961-07-18)18 July 1961 (aged 31),NA,Atlas,/wiki/Luis_Flores_(footballer),/wiki/Mexican_Football_Federation,Mexican Football Federation,Atlas,Mexico,//upload.wikimedia.org/wikipedia/commons//f/fc/Flag_of_Mexico.svg,NA,FALSE,Luis Flores,Mexico,Mexico,MEX,MEX
1993,Mexico,16,DF,Juan Hernández,(1965-03-08)8 March 1965 (aged 28),NA,América,"/wiki/Juan_Hern%C3%A1ndez_(footballer,_born_1965)",/wiki/Mexican_Football_Federation,Mexican Football Federation,América,Mexico,//upload.wikimedia.org/wikipedia/commons//f/fc/Flag_of_Mexico.svg,NA,FALSE,Juan Hernández,Mexico,Mexico,MEX,MEX
1993,Mexico,17,MF,Benjamín Galindo,(1960-12-11)11 December 1960 (aged 32),NA,Guadalajara,/wiki/Benjam%C3%ADn_Galindo,/wiki/Mexican_Football_Federation,Mexican Football Federation,Guadalajara,Mexico,//upload.wikimedia.org/wikipedia/commons//f/fc/Flag_of_Mexico.svg,NA,FALSE,Benjamín Galindo,Mexico,Mexico,MEX,MEX
1993,Mexico,18,DF,Guillermo Muñoz,(1961-10-20)20 October 1961 (aged 31),NA,Monterrey,/wiki/Guillermo_Mu%C3%B1oz,/wiki/Mexican_Football_Federation,Mexican Football Federation,Monterrey,Mexico,//upload.wikimedia.org/wikipedia/commons//f/fc/Flag_of_Mexico.svg,NA,FALSE,Guillermo Muñoz,Mexico,Mexico,MEX,MEX
1993,Mexico,19,MF,Daniel Guzmán,(1965-12-31)31 December 1965 (aged 27),NA,Atlante,/wiki/Daniel_Guzm%C3%A1n,/wiki/Mexican_Football_Federation,Mexican Football Federation,Atlante,Mexico,//upload.wikimedia.org/wikipedia/commons//f/fc/Flag_of_Mexico.svg,NA,FALSE,Daniel Guzmán,Mexico,Mexico,MEX,MEX
1993,Mexico,20,DF,Abraham Nava,(1964-01-23)23 January 1964 (aged 29),NA,Necaxa,/wiki/Abraham_Nava,/wiki/Mexican_Football_Federation,Mexican Football Federation,Necaxa,Mexico,//upload.wikimedia.org/wikipedia/commons//f/fc/Flag_of_Mexico.svg,NA,FALSE,Abraham Nava,Mexico,Mexico,MEX,MEX
1993,Mexico,21,DF,Raúl Gutiérrez,(1966-10-16)16 October 1966 (aged 26),NA,Atlante,/wiki/Ra%C3%BAl_Guti%C3%A9rrez,/wiki/Mexican_Football_Federation,Mexican Football Federation,Atlante,Mexico,//upload.wikimedia.org/wikipedia/commons//f/fc/Flag_of_Mexico.svg,NA,FALSE,Raúl Gutiérrez,Mexico,Mexico,MEX,MEX
1993,Mexico,22,GK,Nicolás Navarro,(1963-02-17)17 February 1963 (aged 30),NA,Necaxa,/wiki/Nicol%C3%A1s_Navarro_(Mexican_footballer),/wiki/Mexican_Football_Federation,Mexican Football Federation,Necaxa,Mexico,//upload.wikimedia.org/wikipedia/commons//f/fc/Flag_of_Mexico.svg,NA,FALSE,Nicolás Navarro,Mexico,Mexico,MEX,MEX
1995,Mexico,1,GK,Nicolás Navarro,(1963-09-17)17 September 1963 (aged 31),NA,Necaxa,/wiki/Nicol%C3%A1s_Navarro_(Mexican_footballer),/wiki/Mexican_Football_Federation,Mexican Football Federation,Necaxa,Mexico,//upload.wikimedia.org/wikipedia/commons//f/fc/Flag_of_Mexico.svg,NA,FALSE,Nicolás Navarro,Mexico,Mexico,MEX,MEX
1995,Mexico,2,DF,Claudio Suárez,(1968-12-17)17 December 1968 (aged 26),NA,UNAM Pumas,/wiki/Claudio_Su%C3%A1rez,/wiki/Mexican_Football_Federation,Mexican Football Federation,UNAM Pumas,Mexico,//upload.wikimedia.org/wikipedia/commons//f/fc/Flag_of_Mexico.svg,NA,FALSE,Claudio Suárez,Mexico,Mexico,MEX,MEX
1995,Mexico,3,DF,Juan Ramírez Perales,(1969-03-08)8 March 1969 (aged 26),NA,Monterrey,/wiki/Juan_de_Dios_Ram%C3%ADrez_Perales,/wiki/Mexican_Football_Federation,Mexican Football Federation,Monterrey,Mexico,//upload.wikimedia.org/wikipedia/commons//f/fc/Flag_of_Mexico.svg,NA,FALSE,Juan Ramírez Perales,Mexico,Mexico,MEX,MEX
1995,Mexico,4,DF,Ignacio Ambríz,(1965-02-07)7 February 1965 (aged 30),NA,Necaxa,/wiki/Ignacio_Ambr%C3%ADz,/wiki/Mexican_Football_Federation,Mexican Football Federation,Necaxa,Mexico,//upload.wikimedia.org/wikipedia/commons//f/fc/Flag_of_Mexico.svg,NA,TRUE,Ignacio Ambríz (c),Mexico,Mexico,MEX,MEX
1995,Mexico,5,DF,Ramón Ramírez,(1969-12-05)5 December 1969 (aged 25),NA,Guadalajara,/wiki/Ram%C3%B3n_Ram%C3%ADrez_(footballer),/wiki/Mexican_Football_Federation,Mexican Football Federation,Guadalajara,Mexico,//upload.wikimedia.org/wikipedia/commons//f/fc/Flag_of_Mexico.svg,NA,FALSE,Ramón Ramírez,Mexico,Mexico,MEX,MEX
1995,Mexico,6,MF,Marcelino Bernal,(1962-05-27)27 May 1962 (aged 33),NA,Club Toluca,/wiki/Marcelino_Bernal,/wiki/Mexican_Football_Federation,Mexican Football Federation,Club Toluca,Mexico,//upload.wikimedia.org/wikipedia/commons//f/fc/Flag_of_Mexico.svg,NA,FALSE,Marcelino Bernal,Mexico,Mexico,MEX,MEX
1995,Mexico,7,FW,Carlos Hermosillo,(1964-08-24)24 August 1964 (aged 30),NA,Cruz Azul,/wiki/Carlos_Hermosillo,/wiki/Mexican_Football_Federation,Mexican Football Federation,Cruz Azul,Mexico,//upload.wikimedia.org/wikipedia/commons//f/fc/Flag_of_Mexico.svg,NA,FALSE,Carlos Hermosillo,Mexico,Mexico,MEX,MEX
1995,Mexico,8,MF,Alberto García Aspe,(1967-05-11)11 May 1967 (aged 28),NA,Necaxa,/wiki/Alberto_Garc%C3%ADa_Aspe,/wiki/Mexican_Football_Federation,Mexican Football Federation,Necaxa,Mexico,//upload.wikimedia.org/wikipedia/commons//f/fc/Flag_of_Mexico.svg,NA,FALSE,Alberto García Aspe,Mexico,Mexico,MEX,MEX
1995,Mexico,9,GK,Jorge Campos,(1966-10-15)15 October 1966 (aged 28),NA,UNAM Pumas,/wiki/Jorge_Campos,/wiki/Mexican_Football_Federation,Mexican Football Federation,UNAM Pumas,Mexico,//upload.wikimedia.org/wikipedia/commons//f/fc/Flag_of_Mexico.svg,NA,FALSE,Jorge Campos,Mexico,Mexico,MEX,MEX
1995,Mexico,10,FW,Luis García,(1969-06-01)1 June 1969 (aged 26),NA,Club América,/wiki/Luis_Garc%C3%ADa_Postigo,/wiki/Mexican_Football_Federation,Mexican Football Federation,Club América,Mexico,//upload.wikimedia.org/wikipedia/commons//f/fc/Flag_of_Mexico.svg,NA,FALSE,Luis García,Mexico,Mexico,MEX,MEX
1995,Mexico,11,FW,Luís Roberto Alves,(1967-05-23)23 May 1967 (aged 28),NA,Club América,/wiki/Lu%C3%ADs_Roberto_Alves,/wiki/Mexican_Football_Federation,Mexican Football Federation,Club América,Mexico,//upload.wikimedia.org/wikipedia/commons//f/fc/Flag_of_Mexico.svg,NA,FALSE,Luís Roberto Alves,Mexico,Mexico,MEX,MEX
1995,Mexico,12,GK,Óscar Pérez Rojas,(1973-02-01)1 February 1973 (aged 22),NA,Cruz Azul,/wiki/%C3%93scar_P%C3%A9rez_Rojas,/wiki/Mexican_Football_Federation,Mexican Football Federation,Cruz Azul,Mexico,//upload.wikimedia.org/wikipedia/commons//f/fc/Flag_of_Mexico.svg,NA,FALSE,Óscar Pérez Rojas,Mexico,Mexico,MEX,MEX
1995,Mexico,13,DF,Manuel Vidrio,(1973-08-23)23 August 1973 (aged 21),NA,Guadalajara,/wiki/Manuel_Vidrio,/wiki/Mexican_Football_Federation,Mexican Football Federation,Guadalajara,Mexico,//upload.wikimedia.org/wikipedia/commons//f/fc/Flag_of_Mexico.svg,NA,FALSE,Manuel Vidrio,Mexico,Mexico,MEX,MEX
1995,Mexico,14,MF,Joaquín del Olmo,(1969-04-20)20 April 1969 (aged 26),NA,Club América,/wiki/Joaqu%C3%ADn_del_Olmo,/wiki/Mexican_Football_Federation,Mexican Football Federation,Club América,Mexico,//upload.wikimedia.org/wikipedia/commons//f/fc/Flag_of_Mexico.svg,NA,FALSE,Joaquín del Olmo,Mexico,Mexico,MEX,MEX
